url,path,in_sitemap,prerendered,local_status,local_status_note,prod_status,prod_location,title,title_len,meta_description,meta_len,canonical,canonical_self,robots,noindex,indexable,h1_count,h1,hreflang,hreflang_ok,hreflang_issues,schema_types,out_links,out_links_to_noindex,out_links_to_redirect,in_links,in_links_from_indexable,in_links_pct_of_pages,has_phone,has_form,gsc_clicks_90d,gsc_impressions_90d,gsc_position_90d,leads_90d,backlinks,decision
https://capitalcleancare.com/es/areas/rockville-md,/es/areas/rockville-md,1,1,200,rewrite → /es/areas/rockville-md/,,,Limpieza de Casas Rockville MD en Español | Capital Clean Care,62,"Servicio de limpieza en Rockville, MD. Equipo bilingüe, asegurado, 5★ Google. Limpieza regular, profunda y mudanza. Llama (240) 704-2551",136,https://capitalcleancare.com/es/areas/rockville-md,1,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",0,1,1,"Limpieza de Casas en Rockville, MD",en=/locations/rockville-md | es=/es/areas/rockville-md | x-default=/locations/rockville-md,1,,"AdministrativeArea,BreadcrumbList,GeoCoordinates,HomeAndConstructionBusiness/LocalBusiness,ListItem,Offer,OfferCatalog,OpeningHoursSpecification,Place,PostalAddress,Service,State",57,0,0,18,17,1.5,1,1,,,,,,
https://capitalcleancare.com/es/areas/silver-spring-md,/es/areas/silver-spring-md,1,1,200,rewrite → /es/areas/silver-spring-md/,,,Limpieza de Casas Silver Spring MD en Español | Capital Clean Care,66,"Servicio de limpieza de casas en Silver Spring, MD. Equipo bilingüe, asegurado, 5★ Google. Atendemos en español. Llama (240) 704-2551",133,https://capitalcleancare.com/es/areas/silver-spring-md,1,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",0,1,1,"Limpieza de Casas en Silver Spring, MD",en=/locations/silver-spring-md | es=/es/areas/silver-spring-md | x-default=/locations/silver-spring-md,1,,"AdministrativeArea,BreadcrumbList,GeoCoordinates,HomeAndConstructionBusiness/LocalBusiness,ListItem,Offer,OfferCatalog,OpeningHoursSpecification,Place,PostalAddress,Service,State",57,0,0,18,17,1.5,1,1,,,,,,
https://capitalcleancare.com/es/areas/takoma-park-md,/es/areas/takoma-park-md,1,1,200,rewrite → /es/areas/takoma-park-md/,,,Limpieza de Casas Takoma Park MD en Español | Capital Clean Care,64,"Servicio de limpieza en Takoma Park, MD. Productos eco-friendly, equipo bilingüe, asegurado. Hablamos español. Llama (240) 704-2551",131,https://capitalcleancare.com/es/areas/takoma-park-md,1,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",0,1,1,"Limpieza de Casas en Takoma Park, MD",en=/locations/takoma-park-md | es=/es/areas/takoma-park-md | x-default=/locations/takoma-park-md,1,,"AdministrativeArea,BreadcrumbList,GeoCoordinates,HomeAndConstructionBusiness/LocalBusiness,ListItem,Offer,OfferCatalog,OpeningHoursSpecification,Place,PostalAddress,Service,State",58,0,0,18,17,1.5,1,1,,,,,,
https://capitalcleancare.com/es/areas/wheaton-md,/es/areas/wheaton-md,1,1,200,rewrite → /es/areas/wheaton-md/,,,Limpieza de Casas Wheaton MD en Español | Capital Clean Care,60,"Servicio de limpieza de casas en Wheaton, MD. Equipo latino, bilingüe, asegurado. Hablamos español. Llama (240) 704-2551",120,https://capitalcleancare.com/es/areas/wheaton-md,1,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",0,1,1,"Limpieza de Casas en Wheaton, MD",en=/locations/wheaton-md | es=/es/areas/wheaton-md | x-default=/locations/wheaton-md,1,,"AdministrativeArea,BreadcrumbList,GeoCoordinates,HomeAndConstructionBusiness/LocalBusiness,ListItem,Offer,OfferCatalog,OpeningHoursSpecification,Place,PostalAddress,Service,State",58,0,0,18,17,1.5,1,1,,,,,,
https://capitalcleancare.com/es/contacto,/es/contacto,1,1,200,rewrite → /es/contacto/,,,Contacto | Capital Clean Care — Limpieza en Montgomery County,61,"Contáctanos en español. Llamadas, texto o email — respondemos el mismo día. Oficinas en Silver Spring, MD. (240) 704-2551",121,https://capitalcleancare.com/es/contacto,1,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",0,1,1,Contacto — Capital Clean Care,en=/contact | es=/es/contacto | x-default=/contact,1,,"AdministrativeArea,BreadcrumbList,GeoCoordinates,HomeAndConstructionBusiness/LocalBusiness,ListItem,Offer,OfferCatalog,OpeningHoursSpecification,Place,PostalAddress,Service,State",58,0,0,18,17,1.5,1,1,,,,,,
https://capitalcleancare.com/es/limpieza-airbnb,/es/limpieza-airbnb,1,1,200,rewrite → /es/limpieza-airbnb/,,,Limpieza para Airbnb Montgomery County MD | Capital Clean Care,62,"Limpieza de Airbnb entre huéspedes en Montgomery County. Recambio en 4h, reportes con fotos. Asegurados, bilingües, 5★ Google. (240) 704-2551",141,https://capitalcleancare.com/es/limpieza-airbnb,1,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",0,1,1,"Limpieza para Airbnb en Montgomery County, MD",en=/services/airbnb-cleaning | es=/es/limpieza-airbnb | x-default=/services/airbnb-cleaning,1,,"AdministrativeArea,Answer,BreadcrumbList,FAQPage,GeoCoordinates,HomeAndConstructionBusiness/LocalBusiness,ListItem,Offer,OfferCatalog,OpeningHoursSpecification,Place,PostalAddress,Question,Service,State",58,0,0,18,17,1.5,1,1,,,,,,
https://capitalcleancare.com/es/limpieza-de-casas,/es/limpieza-de-casas,1,1,200,rewrite → /es/limpieza-de-casas/,,,Limpieza de Casas en Montgomery County MD | Capital Clean Care,62,"Servicio profesional de limpieza de casas en Montgomery County. Negocio familiar, asegurados, 5★ en Google. ¡Hablamos español! (240) 704-2551",141,https://capitalcleancare.com/es/limpieza-de-casas,1,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",0,1,1,"Limpieza de Casas en Montgomery County, MD",en=/services/house-cleaning | es=/es/limpieza-de-casas | x-default=/services/house-cleaning,1,,"AdministrativeArea,Answer,BreadcrumbList,FAQPage,GeoCoordinates,HomeAndConstructionBusiness/LocalBusiness,ListItem,Offer,OfferCatalog,OpeningHoursSpecification,Place,PostalAddress,Question,Service,State",58,0,0,18,17,1.5,1,1,,,,,,
https://capitalcleancare.com/es/limpieza-de-mudanza,/es/limpieza-de-mudanza,1,1,200,rewrite → /es/limpieza-de-mudanza/,,,"Limpieza de Mudanza en Montgomery County, MD | Capital Clean Care",65,"Limpieza de mudanza profesional Montgomery County. Garantizamos depósito de fianza. Asegurados, bilingües, 5★ Google. (240) 704-2551",132,https://capitalcleancare.com/es/limpieza-de-mudanza,1,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",0,1,1,Limpieza de Mudanza (Move-Out / Move-In) en Montgomery County,en=/services/move-out-cleaning | es=/es/limpieza-de-mudanza | x-default=/services/move-out-cleaning,1,,"AdministrativeArea,Answer,BreadcrumbList,FAQPage,GeoCoordinates,HomeAndConstructionBusiness/LocalBusiness,ListItem,Offer,OfferCatalog,OpeningHoursSpecification,Place,PostalAddress,Question,Service,State",58,0,0,18,17,1.5,1,1,,,,,,
https://capitalcleancare.com/es/limpieza-post-construccion,/es/limpieza-post-construccion,1,1,200,rewrite → /es/limpieza-post-construccion/,,,Limpieza Post-Construcción Montgomery County MD | Capital Clean Care,68,"Limpieza post-remodelación en MoCo. Eliminamos polvo de drywall, residuos de pintura y escombros. Asegurados, bilingües. Llama (240) 704-2551",141,https://capitalcleancare.com/es/limpieza-post-construccion,1,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",0,1,1,"Limpieza Post-Construcción en Montgomery County, MD",en=/services/post-construction-cleaning | es=/es/limpieza-post-construccion | x-default=/services/post-construction-cleaning,1,,"AdministrativeArea,Answer,BreadcrumbList,FAQPage,GeoCoordinates,HomeAndConstructionBusiness/LocalBusiness,ListItem,Offer,OfferCatalog,OpeningHoursSpecification,Place,PostalAddress,Question,Service,State",58,0,0,18,17,1.5,1,1,,,,,,
https://capitalcleancare.com/es/limpieza-profunda,/es/limpieza-profunda,1,1,200,rewrite → /es/limpieza-profunda/,,,Limpieza Profunda de Casas Montgomery County MD | Capital Clean Care,68,"Limpieza profunda profesional en Montgomery County. Atacamos rincones, electrodomésticos, baños a fondo. Asegurados, bilingües, 5★ Google.",138,https://capitalcleancare.com/es/limpieza-profunda,1,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",0,1,1,"Limpieza Profunda de Casas en Montgomery County, MD",en=/services/deep-cleaning | es=/es/limpieza-profunda | x-default=/services/deep-cleaning,1,,"AdministrativeArea,Answer,BreadcrumbList,FAQPage,GeoCoordinates,HomeAndConstructionBusiness/LocalBusiness,ListItem,Offer,OfferCatalog,OpeningHoursSpecification,Place,PostalAddress,Question,Service,State",58,0,0,18,17,1.5,1,1,,,,,,
https://capitalcleancare.com/es/limpieza-recurrente,/es/limpieza-recurrente,1,1,200,rewrite → /es/limpieza-recurrente/,,,Limpieza Recurrente en Montgomery County MD | Capital Clean Care,64,"Servicio de limpieza semanal, quincenal o mensual en Montgomery County. Mismo equipo, precio fijo, sin contratos. Asegurados, bilingües, 5★ Google. (240) 704-2551",162,https://capitalcleancare.com/es/limpieza-recurrente,1,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",0,1,1,"Limpieza Recurrente en Montgomery County, MD",en=/services/recurring-cleaning | es=/es/limpieza-recurrente | x-default=/services/recurring-cleaning,1,,"AdministrativeArea,Answer,BreadcrumbList,FAQPage,GeoCoordinates,HomeAndConstructionBusiness/LocalBusiness,ListItem,Offer,OfferCatalog,OpeningHoursSpecification,Place,PostalAddress,Question,Service,State",58,0,0,18,17,1.5,1,1,,,,,,
https://capitalcleancare.com/es/nosotros,/es/nosotros,1,1,200,rewrite → /es/nosotros/,,,Nosotros | Capital Clean Care — Limpieza Familiar en Montgomery County,70,"Negocio familiar de limpieza en Montgomery County desde 2015. Latino-owned, asegurados, equipo bilingüe. Conoce a Rodrigo y al equipo.",134,https://capitalcleancare.com/es/nosotros,1,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",0,1,1,Nosotros — Capital Clean Care,en=/about | es=/es/nosotros | x-default=/about,1,,"AdministrativeArea,Answer,BreadcrumbList,FAQPage,GeoCoordinates,HomeAndConstructionBusiness/LocalBusiness,ListItem,Offer,OfferCatalog,OpeningHoursSpecification,Place,PostalAddress,Question,Service,State",58,0,0,18,17,1.5,1,1,,,,,,
https://capitalcleancare.com/faq,/faq,1,1,200,rewrite → /faq/,,,"House Cleaning FAQ — MD, DC & VA | Capital Clean Care",53,"Answers to 30+ questions about eco-friendly house cleaning in Maryland, DC & Virginia — pricing, products, scheduling & more. Get 15% off your first clean!",155,https://capitalcleancare.com/faq,1,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",0,1,1,Questions?We've got answers.,en=/faq | x-default=/faq,1,,"Answer,BreadcrumbList,FAQPage,ListItem,Question",58,0,0,1225,299,100.0,1,1,,,,,,
https://capitalcleancare.com/gift-cards,/gift-cards,1,1,200,rewrite → /gift-cards/,,,"Gift Cards | Capital Clean Care | Silver Spring, MD",51,"Give the perfect gift — a professionally cleaned home. Capital Clean Care gift cards from $100 to $300+. Perfect for Mother's Day, birthdays, and housewarmings.",160,https://capitalcleancare.com/gift-cards,1,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",0,1,1,Give the Gift of a Clean Home,en=/gift-cards | x-default=/gift-cards,1,,"AdministrativeArea,Answer,BreadcrumbList,FAQPage,GeoCoordinates,HomeAndConstructionBusiness/LocalBusiness,ListItem,Offer,OfferCatalog,OpeningHoursSpecification,Place,PostalAddress,Question,Service,State",58,0,0,1225,299,100.0,1,1,,,,,,
https://capitalcleancare.com/house-cleaning-damascus-md,/house-cleaning-damascus-md,1,1,200,static (rule shadowed),,,House Cleaning in Damascus MD | Capital Clean Care,50,"Professional house cleaning in Damascus, MD. Experienced with larger rural properties. Eco-friendly, no travel fees. Serving all Damascus neighborhoods. Free quotes.",165,https://capitalcleancare.com/house-cleaning-damascus-md,1,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",0,1,1,"House Cleaning in Damascus, MD",en=/house-cleaning-damascus-md | x-default=/house-cleaning-damascus-md,1,,"AdministrativeArea,Answer,BreadcrumbList,FAQPage,GeoCoordinates,HomeAndConstructionBusiness/LocalBusiness,ListItem,Offer,OfferCatalog,OpeningHoursSpecification,Place,PostalAddress,Question,Service,State",60,0,0,1,1,0.1,1,1,,,,,,
https://capitalcleancare.com/house-cleaning-ellicott-city-md,/house-cleaning-ellicott-city-md,1,1,200,static (rule shadowed),,,House Cleaning in Ellicott City MD | Capital Clean Care,55,"Professional house cleaning in Ellicott City, MD. Experienced with historic and modern homes. Eco-friendly products. Serving Old Ellicott City & Turf Valley. Free quotes.",170,https://capitalcleancare.com/house-cleaning-ellicott-city-md,1,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",0,1,1,"House Cleaning in Ellicott City, MD",en=/house-cleaning-ellicott-city-md | x-default=/house-cleaning-ellicott-city-md,1,,"AdministrativeArea,Answer,BreadcrumbList,FAQPage,GeoCoordinates,HomeAndConstructionBusiness/LocalBusiness,ListItem,Offer,OfferCatalog,OpeningHoursSpecification,Place,PostalAddress,Question,Service,State",62,0,0,2,2,0.2,1,1,,,,,,
https://capitalcleancare.com/house-cleaning-frederick-md,/house-cleaning-frederick-md,1,1,200,static (rule shadowed),,,House Cleaning in Frederick MD | Capital Clean Care,51,"Professional house cleaning in Frederick, MD. Serving Downtown, Ballenger Creek, Tuscarora & Spring Ridge. Eco-friendly, licensed & insured. Free quotes.",153,https://capitalcleancare.com/house-cleaning-frederick-md,1,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",0,1,1,"House Cleaning Services in Frederick, MD",en=/house-cleaning-frederick-md | x-default=/house-cleaning-frederick-md,1,,"AdministrativeArea,Answer,BreadcrumbList,FAQPage,GeoCoordinates,HomeAndConstructionBusiness/LocalBusiness,ListItem,Offer,OfferCatalog,OpeningHoursSpecification,Place,PostalAddress,Question,Service,State",59,0,0,3,3,0.2,1,1,,,,,,
https://capitalcleancare.com/house-cleaning-near-me,/house-cleaning-near-me,1,1,200,rewrite → /house-cleaning-near-me/,,,"House Cleaning Near Me in MD, DC & VA | Capital Clean Care",58,"Need house cleaning near you today or this week? Capital Clean Care serves Maryland, DC & Northern Virginia with same-week availability. Licensed, eco-friendly, background-checked. Book online.",193,https://capitalcleancare.com/house-cleaning-near-me,1,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",0,1,1,"Professional House Cleaning Near You — Maryland, DC & Northern Virginia",en=/house-cleaning-near-me | x-default=/house-cleaning-near-me,1,,"AdministrativeArea,Answer,BreadcrumbList,FAQPage,GeoCoordinates,HomeAndConstructionBusiness/LocalBusiness,ListItem,Offer,OfferCatalog,OpeningHoursSpecification,Place,PostalAddress,Question,Service,State",61,0,0,2,2,0.2,1,1,,,,,,
https://capitalcleancare.com/locations/adams-morgan-dc,/locations/adams-morgan-dc,1,1,200,rewrite → /locations/adams-morgan-dc/,,,"Cleaning Services in Adams Morgan, DC — All Services | Capital Clean Care",73,"Professional house cleaning in Adams Morgan, DC. Eco-friendly products, background-checked teams, flexible scheduling. Get your free quote today.",145,https://capitalcleancare.com/locations/adams-morgan-dc,1,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",0,1,1,House Cleaning Services in Adams Morgan,en=/locations/adams-morgan-dc | x-default=/locations/adams-morgan-dc,1,,"AdministrativeArea,AggregateRating,Answer,BreadcrumbList,FAQPage,GeoCoordinates,HomeAndConstructionBusiness/LocalBusiness,ListItem,Offer,OfferCatalog,OpeningHoursSpecification,Place,PostalAddress,Question,Service,State",65,0,0,29,10,2.4,1,1,,,,,,
https://capitalcleancare.com/locations/adams-morgan-dc/house-cleaning,/locations/adams-morgan-dc/house-cleaning,1,1,200,static (rule shadowed),,,"House Cleaning in Adams Morgan, DC | Capital Clean Care",55,"Top-rated house cleaning & maid service in Adams Morgan, DC. Eco-friendly products, background-checked teams, satisfaction guaranteed. Serving District of Columbia. Free quotes.",177,https://capitalcleancare.com/locations/adams-morgan-dc/house-cleaning,1,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",0,1,1,"Professional House Cleaning in Adams Morgan, DC",en=/locations/adams-morgan-dc/house-cleaning | x-default=/locations/adams-morgan-dc/house-cleaning,1,,"AdministrativeArea,AggregateRating,Answer,BreadcrumbList,City,FAQPage,GeoCoordinates,HomeAndConstructionBusiness/LocalBusiness,ImageObject,ListItem,Offer,OfferCatalog,OpeningHoursSpecification,Place,PostalAddress,Question,Service,State,WebPage",84,0,0,56,10,4.6,1,1,,,,,,
https://capitalcleancare.com/locations/alexandria-va,/locations/alexandria-va,1,1,200,rewrite → /locations/alexandria-va/,,,"Cleaning Services in Alexandria, VA — All Services | Capital Clean Care",71,"Professional house cleaning in Alexandria, VA. Serving Old Town, Del Ray, West End & more. Eco-friendly, experienced with historic homes. Free quotes.",150,https://capitalcleancare.com/locations/alexandria-va,1,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",0,1,1,"House Cleaning Services in Alexandria, VA",en=/locations/alexandria-va | x-default=/locations/alexandria-va,1,,"AdministrativeArea,AggregateRating,Answer,BreadcrumbList,City,FAQPage,GeoCoordinates,HomeAndConstructionBusiness/LocalBusiness,ImageObject,ListItem,Offer,OfferCatalog,OpeningHoursSpecification,Place,PostalAddress,Question,Service,State,WebPage",64,0,0,1225,299,100.0,1,1,,,,,,
https://capitalcleancare.com/locations/alexandria-va/house-cleaning,/locations/alexandria-va/house-cleaning,1,1,200,static (rule shadowed),,,House Cleaning Alexandria VA | Home & Townhome Cleaning,55,"House cleaning in Alexandria VA for homes, townhomes & apartments. Safe, eco-friendly products, background-checked crews, satisfaction guaranteed.",146,https://capitalcleancare.com/locations/alexandria-va/house-cleaning,1,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",0,1,1,"House Cleaning Alexandria VA: Homes, Townhomes & Apartments",en=/locations/alexandria-va/house-cleaning | x-default=/locations/alexandria-va/house-cleaning,1,,"AdministrativeArea,AggregateRating,Answer,BreadcrumbList,City,FAQPage,GeoCoordinates,HomeAndConstructionBusiness/LocalBusiness,ImageObject,ListItem,Offer,OfferCatalog,OpeningHoursSpecification,Place,PostalAddress,Question,Service,State,WebPage",84,0,0,92,47,7.5,1,1,,,,,,
https://capitalcleancare.com/locations/alexandria-va/office-cleaning,/locations/alexandria-va/office-cleaning,1,1,200,static (rule shadowed),,,"Office Cleaning in Alexandria, VA | Capital Clean Care",54,"Top-rated office cleaning & maid service in Alexandria, VA. Eco-friendly products, background-checked teams, satisfaction guaranteed. Serving Independent City. Free quotes.",172,https://capitalcleancare.com/locations/alexandria-va/office-cleaning,1,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",0,1,1,"Professional Office Cleaning in Alexandria, VA",en=/locations/alexandria-va/office-cleaning | x-default=/locations/alexandria-va/office-cleaning,1,,"AdministrativeArea,AggregateRating,Answer,BreadcrumbList,City,FAQPage,GeoCoordinates,HomeAndConstructionBusiness/LocalBusiness,ImageObject,ListItem,Offer,OfferCatalog,OpeningHoursSpecification,Place,PostalAddress,Question,Service,State,WebPage",67,0,0,58,4,4.7,1,1,,,,,,
